hafizahahaha,[BEST SELLING] BNB barenbliss Peach Makes Perfect Lip Tint Korea Lip Gloss (24H Moisturizing) Lip Tint yang Ringan Tahan hingga 12 Jam Moisturizing & Nourishing,,5,2025-06-15 11:08
merlinadwiwahyuni_,[BEST SELLING] BNB barenbliss Gold Makes Gorgeous & Silver Makes Stunning Lip Balm  Lip Balm Glossy  Pelembab Bibir  Anti Bibir Kering,,5,2025-06-15 11:06
s*****a,[NEW LAUNCH] BNB barenbliss Roll to Clean Mascara Remover Pembersih Maskara Waterproof dengan Aplikator Presisi 360° Cepat dan Lembut Menjaga Bulu Mata Sehat dengan Vitamin E,,5,2025-06-15 11:05
7zsj6fdkr3,[BEST DEAL] BNB barenbliss Peach Makes Perfect Lip Tint Korea Lip Gloss 24H Moisturizing Lip Tint yang Ringan Tahan hingga 12 Jam,,5,2025-06-15 11:05
tiarqa,[BEST SELLING] BNB barenbliss Lily Makes Luminous Glow Tint Lip tint melembapkan berkilau berwarna alami dan tahan lama 12 jam,,5,2025-06-15 11:05
tiarqa,[BEST SELLING] BNB barenbliss High To Volume Mascara Long Lasting Waterproof Smudgeproof Maskara dengan Vitamin E 24 Jam Panjang & Lentik Tanpa Gumpal,,5,2025-06-15 11:05
tiarqa,[MUST HAVE] BNB barenbliss Korean Bloomatte Full Bloom Transferproof Matte Tint LONGLAST 12H  Matte tint ringan  tahan lama hingga 12 jam,,5,2025-06-15 11:05
tiarqa,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,,5,2025-06-15 11:05
nurazizah290101,[NEW LAUNCH] BNB barenbliss Black Eclipse Eyeliner 48H Tahan Lama Waterproof & Smudge-Proof Matte Black Finish Precision & Bold Lines,,5,2025-06-15 11:05
anitapurimaharani,[SPECIAL PRICE] BNB barenbliss Korean Bloomatte True Beauty Inside Cushion 15g  24H Full Coverage,,5,2025-06-15 11:04
riska_norista92,[MUST HAVE] BNB barenbliss Bloomatte Stay Confident 2-in-1 Foundation Foundation & Concealer Tahan Lama 16 Jam Waterproof & Sweatproof Natural-Matte Finish SPF 50 PA+++,,5,2025-06-15 11:03
helmi675,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion 15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,,4,2025-06-15 11:02
helmi675,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,,5,2025-06-15 11:02
ysachiko,[NEW LAUNCH] BNB barenbliss Make Me Plushy Eyebrow Duo 2-in-1 Pensil Alis & Browcara 24H Tahan Lama Tahan Air & Noda Formula Melembapkan Natural & Pigmented Brow,,5,2025-06-15 10:55
nadiiraa18,[BACK IN STOCK] BNB barenbliss Bloomdew Inner Light Serum Tint Skin Tint Serum Glowy & Dewy Finish 24H Long-Lasting SPF 30 PA++++,,5,2025-06-15 10:52
e*****2,"[BEST SELLING] BNB barenbliss No Gravity Transferproof Matte Lipstick Lipstick Transferproof dengan Serum Alami Warna Matte Sempurna,Tahan 16 Jam","Tekstur:lembut, matte
Warna:bagus
Cocok untuk:warm to neutral undertone skin

ini lipstik buat yg pengen sat set ga sihh
Transferproof, kalau untuk minum masih aman.
Tp kalau untuk makan harus touch up krn langsung hilang. Agak effort klo mkn emg.
Suka ini krn bs ksh efek blur di garis bibir 🤩
dan final looknya matte tp yg gak bikin kering bgt msh moist ga crack.",5,2025-06-15 10:51
nasijeuni,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion 15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,,5,2025-06-15 10:49
nasijeuni,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,,5,2025-06-15 10:49
carramelatte,[MUST HAVE] BNB barenbliss Apple Makes Adorable Mousse Tint   Lip Mousse Tint Transferproof Anti Kering Tahan 12 Jam  Mousse Tint Melembapkan  Transferproof  Hasil Satin 12 Jam,,5,2025-06-15 10:43
shining_lion,[BEST SELLING] BNB barenbliss High To Volume Mascara Long Lasting Waterproof Smudgeproof Maskara dengan Vitamin E 24 Jam Panjang & Lentik Tanpa Gumpal,,5,2025-06-15 10:42
fee01,[BEST SELLING] BNB barenbliss High To Volume Mascara Long Lasting Waterproof Smudgeproof Maskara dengan Vitamin E 24 Jam Panjang & Lentik Tanpa Gumpal,,4,2025-06-15 10:36
nirwananirwana732,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion 15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,,5,2025-06-15 10:35
nirwananirwana732,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,,5,2025-06-15 10:35
_ayunatasha,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion 15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,,5,2025-06-15 10:34
_ayunatasha,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,,5,2025-06-15 10:34
h.a.w.a,[BACK IN STOCK] BNB barenbliss Bloomdew Inner Light Serum Tint Skin Tint Serum Glowy & Dewy Finish 24H Long-Lasting SPF 30 PA++++,,5,2025-06-15 10:34
aliafadzilatunnisa,BNB barenbliss Ceramoist Glow Lip Serum [3in1 Glossy]   Untuk bibir kering kering dan pecah pecah,,3,2025-06-15 10:34
aliafadzilatunnisa,[BEST SELLING] BNB barenbliss Lily Makes Luminous Glow Tint Lip tint melembapkan berkilau berwarna alami dan tahan lama 12 jam,,5,2025-06-15 10:34
sintiapertiwi130,[BEST SELLING] BNB barenbliss High To Volume Mascara Long Lasting Waterproof Smudgeproof Maskara dengan Vitamin E 24 Jam Panjang & Lentik Tanpa Gumpal,,5,2025-06-15 10:33
rfn_fraa16,[MUST HAVE] BNB barenbliss Cherry Makes Cheerful Lip Velvet Korea Lipcream (24H Moisturizing)  Lipcream Hasil Akhir Velvet Untuk Melembabkan Bibir Terhidrasi hingga tahan 24 Jam,,5,2025-06-15 10:33
rikarositawati320,[BEST DEAL] BNB barenbliss Peach Makes Perfect Lip Tint Korea Lip Gloss 24H Moisturizing Lip Tint yang Ringan Tahan hingga 12 Jam,,5,2025-06-15 10:32
andi_zhafirah03,[NEW LAUNCH] BNB barenbliss Black Eclipse Eyeliner 48H Tahan Lama Waterproof & Smudge-Proof Matte Black Finish Precision & Bold Lines,,5,2025-06-15 10:31
f*****n,[BEST SELLING] BNB barenbliss High To Volume Mascara Long Lasting Waterproof Smudgeproof Maskara dengan Vitamin E 24 Jam Panjang & Lentik Tanpa Gumpal,"Tekstur:mudah dipakai
Ketahanan:ok
Ketahanan Air:baik

Paket aman… buku mata jdi lentik dn tebal",5,2025-06-15 10:31
naylatyasss27,[NEW LAUNCH] BNB barenbliss Roll to Clean Mascara Remover Pembersih Maskara Waterproof dengan Aplikator Presisi 360° Cepat dan Lembut Menjaga Bulu Mata Sehat dengan Vitamin E,,5,2025-06-15 10:30
iratrifatmawaty,[MUST HAVE] BNB barenbliss Apple Makes Adorable Mousse Tint   Lip Mousse Tint Transferproof Anti Kering Tahan 12 Jam  Mousse Tint Melembapkan  Transferproof  Hasil Satin 12 Jam,,5,2025-06-15 10:30
andini_permata0202,[MUST HAVE] BNB barenbliss Cherry Makes Cheerful Lip Velvet Korea Lipcream (24H Moisturizing)  Lipcream Hasil Akhir Velvet Untuk Melembabkan Bibir Terhidrasi hingga tahan 24 Jam,,5,2025-06-15 10:30
dimaslth,[BEST SELLING] BNB barenbliss Peach Makes Perfect Lip Tint Korea Lip Gloss (24H Moisturizing) Lip Tint yang Ringan Tahan hingga 12 Jam Moisturizing & Nourishing,,5,2025-06-15 10:30
anjanyjany,[GIFT] BNB barenbliss Mini Pouch,,5,2025-06-15 10:29
anjanyjany,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,,5,2025-06-15 10:29
elkarisma27,[MUST HAVE] BNB barenbliss Cherry Makes Cheerful Lip Velvet Korea Lipcream (24H Moisturizing)  Lipcream Hasil Akhir Velvet Untuk Melembabkan Bibir Terhidrasi hingga tahan 24 Jam,,5,2025-06-15 10:29
siskashin61,[MUST HAVE] BNB barenbliss Cherry Makes Cheerful Lip Velvet Korea Lipcream (24H Moisturizing)  Lipcream Hasil Akhir Velvet Untuk Melembabkan Bibir Terhidrasi hingga tahan 24 Jam,,5,2025-06-15 10:25
thira_rh,[NEW LAUNCH] BNB barenbliss Locklook Primer Silky Flawless Tinted Primer & Hydra Smooth Poreless Primer Tahan Hingga 16 Jam,,5,2025-06-15 10:24
z7f8x2g31r,BNB barenbliss Mari Mori Make Up Remover Wipes,,5,2025-06-15 10:24
z7f8x2g31r,[MUST HAVE] BNB barenbliss Korean Bloomatte Full Bloom Transferproof Matte Tint LONGLAST 12H  Matte tint ringan  tahan lama hingga 12 jam,,5,2025-06-15 10:24
hencess789,[BEST SELLING] BNB barenbliss Lily Makes Luminous Glow Tint Lip tint melembapkan berkilau berwarna alami dan tahan lama 12 jam,,5,2025-06-15 10:22
hencess789,[NEW LAUNCH] BNB barenbliss Roll to Clean Mascara Remover Pembersih Maskara Waterproof dengan Aplikator Presisi 360° Cepat dan Lembut Menjaga Bulu Mata Sehat dengan Vitamin E,Akhirnya restok lagi suka banget banget dan juga udah ngak kawatir hapus maskara,5,2025-06-15 10:22
rida.rowinda,[MUST HAVE] BNB barenbliss Bloomatte Stay Confident 2-in-1 Foundation Foundation & Concealer Tahan Lama 16 Jam Waterproof & Sweatproof Natural-Matte Finish SPF 50 PA+++,"Tekstur:sedang sih enak ga terlalu kental bgt
Cocok untuk:kulit sawo matang
Aroma:wangi Foundation

Bingung pilih yang mana, ternyata yang honey ini bagus juga warnanya wkwk",5,2025-06-15 10:20
eritaani,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion 15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,"Tekstur:lembut
Cocok untuk:semua
Aroma:lembut

Beli offline yg mw1 masih keterangan 1tingkat sedikit abu nah nanya pas live di suruh beli mn1 emg agk sedikit terang tapi dikit jd Mach di kulit makasih ya",5,2025-06-15 10:20
eritaani,[GIFT] BNB barenbliss Mari Mori Micellar Water 50ml,"Tekstur:halus
Cocok untuk:kulit normal oily
Aroma:lembut",5,2025-06-15 10:20
meli.meiliana,[BEST DEAL] BNB barenbliss Peach Makes Perfect Lip Tint Korea Lip Gloss 24H Moisturizing Lip Tint yang Ringan Tahan hingga 12 Jam,,5,2025-06-15 10:16
ellyamaliyah184,[BEST SELLING] BNB barenbliss Lily Makes Luminous Glow Tint Lip tint melembapkan berkilau berwarna alami dan tahan lama 12 jam,,4,2025-06-15 10:15
rezangduta,[BEST SELLING] BNB barenbliss Lily Makes Luminous Glow Tint Lip tint melembapkan berkilau berwarna alami dan tahan lama 12 jam,,5,2025-06-15 10:15
14aidah,[BEST SELLING] BNB barenbliss High To Volume Mascara Long Lasting Waterproof Smudgeproof Maskara dengan Vitamin E 24 Jam Panjang & Lentik Tanpa Gumpal,,5,2025-06-15 10:15
lianasyakir,[BEST SELLING] BNB barenbliss High To Volume Mascara Long Lasting Waterproof Smudgeproof Maskara dengan Vitamin E 24 Jam Panjang & Lentik Tanpa Gumpal,,5,2025-06-15 10:15
intanhikmah627,[BEST SELLING] BNB barenbliss Lily Makes Luminous Glow Tint Lip tint melembapkan berkilau berwarna alami dan tahan lama 12 jam,11 12 Ama omg,5,2025-06-15 10:14
k*****6,[NEW LAUNCH] BNB barenbliss Roll to Clean Mascara Remover Pembersih Maskara Waterproof dengan Aplikator Presisi 360° Cepat dan Lembut Menjaga Bulu Mata Sehat dengan Vitamin E,,5,2025-06-15 10:10
uit7ll135t,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion 15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,,5,2025-06-15 10:10
uit7ll135t,[GIFT] BNB barenbliss Mari Mori Micellar Water 50ml,,5,2025-06-15 10:10
jeonmoci,[NEW LAUNCH] BNB barenbliss Bloomatte Perfect Zoom Cover Cushion 15g (16H Flawless Matte) Cushion Ringan dengan Coverage Perlindungan 24 Jam  Mengandung SPF 50+ PA+++  Aman untuk Kulit Berjerawat,"Tekstur:belum di lihat
Cocok untuk:semoga cocok
Aroma:belum tau

paket aman dan rapih",5,2025-06-15 10:08
jeonmoci,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,"Tekstur:good
Cocok untuk:wajah
Aroma:nice

pengiriman cepat packing rapih jadi paket juga aman gak ada yg rusak",5,2025-06-15 10:08
rumah_anata,[SPECIAL LIVE] BNB barenbliss Best Selling Gorgeous Lips   Lip Tint/Lip Velvet/Matte Tint/Mousse Tint/Glow Tint,,5,2025-06-15 10:06
c*****i,[NEW LAUNCH] BNB barenbliss Locklook Primer Silky Flawless Tinted Primer & Hydra Smooth Poreless Primer Tahan Hingga 16 Jam,,5,2025-06-15 10:02
c*****i,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,,5,2025-06-15 10:02
c*****i,[NEW LAUNCH] BNB barenbliss Bloomdew Moonlight Dewy Mesh Cushion Cushion Dewy 24 Jam SPF 50 PA+++ Niacinamide & Miracle Bloom Essence Cushion Ringan Tahan Lama & Melembapkan,Barang ampe denga aman...pengiriman juga cepat...dapat free gift pula...tengkyu seller,5,2025-06-15 10:02
